name,title,content,release,time,number,index
行政审批,拟批准设置医疗机构公示(广西医科大学附属武鸣医院),广西医科大学申请设置医疗机构(三级综合医院)，经审核，符合当地医疗机构设置规划等条件，拟批准其设置...,广西壮族自治区卫生和计划生育委员会,2018年-08月-23日,,
行政审批,拟批准设置医疗机构公示（广西柳州钢铁集团有限公司医院）,      　　广西柳州钢铁集团有限公司申请设置三级综合医院，经审核，符合当地医疗机构设置规划等...,广西壮族自治区卫生和计划生育委员会,2018年-08月-16日,,
行政审批,拟批准设置医疗机构公示（桂林优利特医疗电子有限公司）, 桂林优利特医疗电子有限公司申请设置医疗机构（医学检验实验室），经审核，符合当地医疗机构设置规划...,广西壮族自治区卫生和计划生育委员会,2018年-07月-27日,,
行政审批,拟批准设置医疗机构公示（钦州市中医医院）,　　钦州市卫生和计划生育委员会申请设置医疗机构（三级中医医院，钦州市中医医院整体搬迁），经审核，...,广西壮族自治区卫生和计划生育委员会,2018年-07月-04日,,
财务制度,标题,内容概述,发布机构,发文时间,文号,索引号
财务制度,新增血液价格项目专家论证结果公示,根据《中央定价目录》及原卫生部《关于调整公民临床用血收费标准的通知》（卫规财发〔2005〕437号），按...,广西壮族自治区卫生健康委员会,2020年-05月-22日,,
财务制度,广西壮族自治区中医药管理局关于制作中医药法治宣传微视频的招标公告,按照《自治区党委全面依法治区委员会办公室关于做好2020年“谁执法谁普法”工作的通知》（桂法办通〔20...,广西壮族自治区卫生健康委员会,2020年-04月-14日,,
财务制度,新增血液价格项目初审结果公示,根据《中央定价目录》和原卫生部《关于调整公民临床用血收费标准的通知》（卫规财发〔2005〕437号），我...,广西壮族自治区卫生健康委员会,2020年-03月-24日,,
财务制度,广西壮族自治区卫生健康委员会 广西壮族自治区中医药管理局关于广西卫生专业技术资格考试等项目收费标准（征求意见稿）的公示,根据《国家发改委 财政部关于改革全国性职业资格考试收费标准管理方式的通知》（发改价格〔2015〕1217...,广西壮族自治区卫生健康委员会,2019年-12月-27日,,
财务制度,自治区卫生健康委清理规范涉企收费等事项情况公示,按照市场监管总局、国家发展改革委等部门印发的《关于进一步加强违规涉企收费治理工作的通知》（国市监...,广西壮族自治区卫生健康委员会,2019年-12月-27日,,
财务制度,广西壮族自治区卫生健康委员会 广西壮族自治区财政厅关于开展2019年度广西对市县医药卫生体制改革和事业发展以奖代补绩效考评工作的通知,桂卫财务发〔2019〕20号广西壮族自治区卫生健康委员会 广西壮族自治区财政厅关于开展2019年度广西对市...,广西壮族自治区卫生健康委员会,2019年-12月-12日,桂卫财务发〔2019〕20号,
财务制度,广西壮族自治区卫生健康委员会 广西壮族自治区财政厅开展2019年度广西区直公立医院医药卫生体制改革以奖代补绩效考评工作的通知,桂卫财务发〔2019〕19号广西壮族自治区卫生健康委员会 广西壮族自治区财政厅开展2019年度广西区直公立...,广西壮族自治区卫生健康委员会,2019年-12月-12日,桂卫财务发〔2019〕19号,
财务制度,自治区卫生健康委关于报送全面清理政府采购领域妨碍公平竞争情况的函,桂卫函〔2019〕1154号自治区卫生健康委关于报送全面清理政府采购领域妨碍公平竞争情况的函自治区财政厅...,广西壮族自治区卫生健康委员会,2019年-10月-12日,桂卫函〔2019〕1154号,
行政审批,标题,内容概述,发布机构,发文时间,文号,索引号
行政审批,拟批准设置医疗机构公示（百色市妇幼保健院）,　　百色市卫生和计划生育委员会申请设置医疗机构(百色市妇幼保健院整体搬迁新址），经审核，符合当地医...,广西壮族自治区卫生健康委员会,2019年-02月-02日,,
行政审批,拟批准设置医疗机构公示（陆川杏泰血液透析中心）,　　广西陆川县杏泰血液透析中心有限公司申请在玉林市陆川县设置医疗机构，经审核，符合当地医疗机构设...,广西壮族自治区卫生健康委员会,2019年-01月-31日,,
行政审批,拟批准设置医疗机构公示（广医通医疗消毒供应中心）,　　广西九州通医疗灭菌技术有限公司申请在南宁设置医疗机构（医疗消毒供应中心），经审核，符合当地医...,广西壮族自治区卫生健康委员会,2019年-01月-03日,,
行政审批,自治区卫生健康委员会关于进一步加强行政审批中介服务管理的通知,各市、县（市、区）卫生计生委（局），委机关相关处室，各有关单位：为深化行政审批制度改革，规范行政...,广西壮族自治区卫生健康委员会,2018年-12月-13日,桂卫审批发〔2018〕3号,
行政审批,拟批准设置医疗机构公示（南宁老肯医疗消毒供应中心）,　　广西老肯灭菌技术有限公司申请在南宁市设置医疗机构(消毒供应中心)，经审核，符合当地医疗机构设置...,广西壮族自治区卫生健康委员会,2018年-11月-30日,,
行政审批,广西壮族自治区卫生健康委员会公告（2018年第4号）,（2018年第4号）根据《自治区审改办关于印发的通知》（桂审改办发〔2018〕7号）要求，涉及我委本级实施...,广西壮族自治区卫生健康委员会,2018年-11月-22日,2018年第4号,
行政审批,自治区卫生计生委关于推行“证照分离”改革的通知,桂卫审批发〔2018〕2号自治区卫生计生委关于推行“证照分离”改革的通知各市、县（市、区）卫生计生委（...,广西壮族自治区卫生和计划生育委员会,2018年-11月-09日, 桂卫审批发〔2018〕2号,
行政审批,标题,内容概述,发布机构,发文时间,文号,索引号
行政审批,拟批准设置医疗机构公示（南宁艾迪康医学检验实验室）,　　南宁艾迪康医学检验实验室有限公司申请设置医疗机构，经审核，符合当地医疗机构设置规划等条件，拟...,广西壮族自治区卫生健康委员会,2019年-09月-06日,,
行政审批,拟批准设置医疗机构公示(广西壮族自治区人民医院东院),广西壮族自治区人民医院申请变更设置医疗机构名称（三级综合医院，原设置医疗机构名称为广西壮族自治区...,广西壮族自治区卫生健康委员会,2019年-08月-27日,,
行政审批,拟批准设置医疗机构公示(柳州市工人医院),　　柳州市卫生健康委员会申请设置医疗机构（三级综合医院），经审核，符合当地医疗机构设置规划等条件...,广西壮族自治区卫生健康委员会,2019年-07月-30日,,
行政审批,拟批准设置医疗机构公示（玉林市中西医结合骨科医院）,　　玉林市卫生健康委员会申请设置医疗机构(玉林市中西医结合骨科医院整体搬迁项目)，经审核，符合当地...,广西壮族自治区卫生健康委员会,2019年-07月-23日,,
行政审批,拟批准设置医疗机构公示(柳州常康医疗消毒供应中心),柳州市常康医院后勤管理服务有限公司申请设置医疗机构(消毒供应中心)，经审核，符合当地医疗机构设置规...,广西壮族自治区卫生健康委员会,2019年-07月-03日,,
行政审批,   自治区卫生健康委 自治区中医药局关于加强广西壮族自治区公立医院法治建设的指导意见,桂卫法规发〔2019〕1号各市卫生健康委，中医药局，委机关各处（室、局），自治区计生协，区直各医疗卫生...,广西壮族自治区卫生健康委员会,2019年-05月-17日,桂卫法规发〔2019〕1号,
行政审批,广西壮族自治区人民政府关于印发自治区政府部门保留为行政权力必要条件的中介服务事项目录清单的通知,桂政发（2019）9号广西壮族自治区人民政府关于印发自治区政府部门保留为行政权力必要条件的中介服务事项...,广西壮族自治区人民政府,2019年-03月-01日,桂政发（2019）9号,
行政审批,部分事项取消审批后的事中事后监管制度措施,根据《广西壮族自治区人民政府关于取消下放和调整一批行政许可等事项的决定》（桂政发〔2019〕6号）精神...,广西壮族自治区卫生健康委员会,2019年-02月-28日,,
行政审批,标题,内容概述,发布机构,发文时间,文号,索引号
行政审批,自治区卫生健康委办公室关于征集2020年广西地方卫生标准计划项目的通知,各市卫生健康委，委机关各处（室、局），区直各卫生健康单位，自治区卫生标准化技术委员会各专业委员会...,广西壮族自治区卫生健康委员会,2020年-04月-16日,,
行政审批,拟批准设置医疗机构公示（北海市人民医院银滩医院）,　　北海市人民医院申请设置医疗机构，经审核，符合当地医疗机构设置规划等条件，拟批准其设置，现进行...,广西壮族自治区卫生健康委员会,2020年-01月-07日,,
行政审批,拟批准设置医疗机构公示(贺州市妇幼保健院),　　贺州市卫生健康委员会申请设置医疗机构（三级妇幼保健院），经审核，符合当地医疗机构设置规划等条...,广西壮族自治区卫生健康委员会,2019年-12月-26日,,
行政审批,自治区卫生健康委2019年广西地方卫生健康标准批准立项通告,根据《广西壮族自治区市场监督管理局关于下达2019年第二批广西地方标准制定项目计划的通知》(桂市监函〔...,广西壮族自治区卫生健康委员会,2019年-12月-18日,,
行政审批,自治区卫生健康委2019年广西地方卫生健康标准批准发布通告,广西壮族自治区市场监督管理局批准以下20项广西地方标准，现予以通告。序号标准名称标准编号发布时间实...,广西壮族自治区卫生健康委员会,2019年-12月-18日,,
行政审批,自治区卫生健康委关于调整自治区本级卫生健康行政许可事项目录的公告,根据《广西壮族自治区人民政府关于取消下放和调整一批行政许可事项的决定》（桂政发〔2018〕15 号）精...,广西壮族自治区卫生健康委员会,2019年-12月-02日,,
行政审批,拟批准设置医疗机构公示（柳州盛康元血液透析中心）,　　广西柳州盛康元血液透析有限公司申请设置医疗机构，经审核，符合当地医疗机构设置规划等条件，拟批...,广西壮族自治区卫生健康委员会,2019年-11月-22日,,
行政审批,拟批准设置医疗机构公示（前海人寿南宁医院）,　　前海人寿医院投资南宁有限公司申请设置医疗机构(原医疗机构名称为南宁前海人寿医院，现变更为前海人...,广西壮族自治区卫生健康委员会,2019年-09月-10日,,
行政审批,拟批准设置医疗机构公示(北流市人民医院),　　北流市卫生和计划生育局申请设置医疗机构，经审核，符合当地医疗机构设置规划等条件，拟批准其设置...,广西壮族自治区卫生和计划生育委员会,2018年-06月-14日,,
行政审批,拟批准设置医疗机构公示(柳州市工人医院),　　柳州市卫生和计划生育委员会申请设置医疗机构（三级综合医院，柳州市工人医院整体搬迁），经审核，...,广西壮族自治区卫生和计划生育委员会,2018年-05月-29日,,
行政审批,拟批准设置医疗机构公示（南宁艾迪康医学检验实验室）,　　南宁艾迪康医学检验实验室有限公司申请设置医疗机构(医学检验实验室），经审核，符合当地医疗机构设...,广西壮族自治区卫生和计划生育委员会,2018年-05月-23日,,
财务制度,自治区卫生健康委关于转发广西壮族自治区财政厅转发财政部关于促进政府采购公平竞争优化营商环境的通知的通知,委机关各处（室、局），区直各卫生健康单位：为进一步优化我委政府采购营商环境，现将广西壮族自治区财...,广西壮族自治区卫生健康委员会,2019年-09月-26日,,
行政审批,拟批准设置医疗机构公示（来宾市妇幼保健院）,　　来宾市卫生和计划生育委员会申请设置医疗机构（三级妇幼保健院整体搬迁），经审核，符合当地医疗机...,广西壮族自治区卫生和计划生育委员会,2018年-10月-18日,,
行政审批,拟批准设置医疗机构公示（广西亚太医疗美容医院）,　　广西亚太医疗美容医院有限公司申请设置美容医院，经审核，符合当地医疗机构设置规划等条件，拟批准...,广西壮族自治区卫生和计划生育委员会,2018年-09月-28日,,
行政审批,自治区卫生健康委关于调整自治区本级行政许可事项目录的公告,根据《广西壮族自治区人民政府关于取消下放和调整一批行政许可等事项的决定》（桂政发〔2019〕6号）精神...,广西壮族自治区卫生健康委员会,2019年-02月-11日,,
行政审批,拟批准设置医疗机构公示（前海人寿广西医院）,　　前海人寿医院广西有限公司申请设置医疗机构(原医疗机构名称为广西前海人寿医院，现变更为前海人寿广...,广西壮族自治区卫生健康委员会,2019年-09月-10日,,
食品安全,标题,内容概述,发布机构,发文时间,文号,索引号
食品安全,自治区卫生计生委办公室关于举办2016年全区食品安全风险监测工作培训班的通知,自治区卫生计生委办公室关于举办2016年全区食品安全风险监测工作培训班的通知 pdf,广西壮族自治区卫生和计划生育委员会,2016年-01月-19日,,
食品安全,标题,内容概述,发布机构,发文时间,文号,索引号
食品安全,关于广西食品安全地方标准《调制水牛乳》《风味发酵水牛乳》《火麻糊》（征求意见稿）的公示,根据《中华人民共和国食品安全法》有关规定，我委按照《2017年广西食品安全地方标准项目计划》，组织广...,广西壮族自治区卫生和计划生育委员会,2017年-11月-02日,,
食品安全,自治区卫生计生委关于印发2017年广西食品安全标准跟踪评价工作方案的通知,桂卫食品发〔2017〕3号--自治区卫生计生委关于印发2017年广西食品安全标准跟踪评价工作方案的通知_ PDF,广西壮族自治区卫生和计划生育委员会,2017年-07月-27日,桂卫食品发〔2017〕3号,
食品安全,自治区卫生计生委办公室关于印发2017年广西食品安全地方标准项目计划的通知,桂卫办函〔2017〕1号自治区卫生计生委办公室关于印发2017年广西食品安全地方标准项目计划的通知各有关单...,广西壮族自治区卫生和计划生育委员会,2017年-03月-03日,桂卫办函〔2017〕1号,
食品安全,自治区卫生计生委关于2017年计划制修订广西食品安全地方标准项目的公示,根据《中华人民共和国食品安全法》和《食品安全地方标准管理办法》规定，广西壮族自治区食品安全标准审...,广西壮族自治区卫生和计划生育委员会,2017年-01月-11日,,
食品安全,广西食品安全地方标准《桂林米粉》（征求意见稿）的公示结果反馈,我委于2016年12月8日就食品安全地方标准《桂林米粉》（征求意见稿）进行了公示，公开征求意见。在意见征...,广西壮族自治区卫生和计划生育委员会,2016年-12月-19日,,
食品安全,关于广西食品安全地方标准《小油坊压榨法花生油生产中黄曲霉毒素B1控制操作规范》（征求意见稿）的公示,根据《中华人民共和国食品安全法》和《食品安全地方标准管理办法》有关规定，我委按照《2016年广西食品...,,2016年-12月-17日,,
食品安全, 关于广西食品安全地方标准《全发酵桑椹酒》（征求意见稿）和《即食桄榔粉》（征求意见稿）的公示,根据《中华人民共和国食品安全法》和《食品安全地方标准管理办法》有关规定，我委按照《2016年广西食品...,广西壮族自治区卫生和计划生育委员会,2016年-12月-14日,,
食品安全,关于广西食品安全地方标准 桂林米粉（征求意见稿）的公示,根据《中华人民共和国食品安全法》和《食品安全地方标准管理办法》有关规定，我委按照《2016年广西食品...,广西壮族自治区卫生和计划生育委员会,2016年-12月-08日,,
食品安全,广西壮族自治区卫生和计划生育委员会公告（2016年第6号）,            根据《中华人民共和国食品安全法》和《食品安全地方标准管理办法》有关规定，...,广西壮族自治区卫生和计划生育委员会,2016年-07月-25日,（2016年第6号）,
食品安全,标题,内容概述,发布机构,发文时间,文号,索引号
食品安全, 自治区卫生健康委办公室关于印发2020年广西食品安全地方标准项目计划的通知,各有关单位：根据《中华人民共和国食品安全法》的规定，我委在向社会公开征求意见的基础上，制定了《20...,广西壮族自治区卫生健康委员会,2020年-05月-09日,,
食品安全,   广西壮族自治区卫生健康委员会公告（2020年第3号）,按照《中华人民共和国食品安全法》的规定和《国家卫生健康委办公厅关于进一步加强食品安全地方标准管理...,广西壮族自治区卫生健康委员会,2020年-02月-04日,2020年第3号,
食品安全,自治区卫生健康委关于印发广西食品安全标准审评委员会章程的函,桂卫函〔2019〕1446号自治区卫生健康委关于印发广西食品安全标准审评委员会章程的函自治区工业和信息化...,广西壮族自治区卫生健康委员会,2019年-12月-31日,桂卫函〔2019〕1446号,
食品安全,自治区卫生健康委关于印发广西食品安全标准审评委员会章程的通知,桂卫食品发〔2019〕4号自治区卫生健康委关于印发广西食品安全标准审评委员会章程的通知各市卫生健康委，...,广西壮族自治区卫生健康委员会,2019年-12月-31日,桂卫食品发〔2019〕4号,
食品安全,自治区卫生健康委关于2019年广西食品安全地方标准审评结果的公示,根据《中华人民共和国食品安全法》有关规定，我委组织对2019年立项制定的广西食品安全地方标准进行了审...,广西壮族自治区卫生健康委员会,2019年-12月-31日,,
食品安全,自治区卫生健康委关于成立第二届广西食品安全地方标准审评委员会的函,桂卫函〔2019〕1355号自治区卫生健康委关于成立第二届广西食品安全地方标准审评委员会的函自治区工业和...,广西壮族自治区卫生健康委员会,2019年-12月-12日,?桂卫函〔2019〕1355号,
食品安全,自治区卫生健康委关于成立第二届广西食品安全地方标准审评委员会的通知,桂卫食品发〔2019〕3号自治区卫生健康委关于成立第二届广西食品安全地方标准审评委员会的通知各市卫生健...,广西壮族自治区卫生健康委员会,2019年-11月-27日,桂卫食品发〔2019〕3号,
食品安全,自治区卫生健康委 自治区农业农村厅 自治区市场监管局关于印发广西食品安全标准跟踪评价工作方案的通知,桂卫食品发〔2019〕2号自治区卫生健康委 自治区农业农村厅 自治区市场监管局关于印发广西食品安全标准...,广西壮族自治区卫生健康委员会,2019年-11月-20日,桂卫食品发〔2019〕2号,
食品安全,广西壮族自治区卫生健康委员会公告（2019年第4号）,根据《中华人民共和国食品安全法》有关规定，为做好广西食品安全地方标准制修订工作，促进食品安全技术...,广西壮族自治区卫生健康委员会,2019年-09月-29日,（2019年第4号）,
食品安全,标题,内容概述,发布机构,发文时间,文号,索引号
食品安全,自治区卫生健康委关于请提供广西食品安全地方标准清理意见的函,桂卫函〔2019〕879号自治区卫生健康委关于请提供广西食品安全地方标准清理意见的函广西食品安全地方标准...,广西壮族自治区卫生健康委员会,2019年-07月-23日,桂卫函〔2019〕879号,
食品安全, 自治区卫生健康委关于做好2019年食品安全宣传周活动的通知,各市卫生健康委，区直相关卫生计生单位：按照国务院食品安全办等23部门《关于开展2019年全国食品安全宣...,广西壮族自治区卫生健康委员会,2019年-06月-11日,,
食品安全,广西壮族自治区卫生健康委关于请推荐广西食品安全标准专家的函,桂卫函〔2019〕376号自治区食安委各成员单位、广西大学、广西医科大学、广西中医药大学、右江民族医学院...,广西壮族自治区卫生健康委员会,2019年-04月-02日,桂卫函〔2019〕376号,
食品安全,广西壮族自治区卫生健康委办公室关于推荐广西食品安全标准专家的通知,各市卫生健康委、各有关单位：为贯彻落实《食品安全法》，规范开展广西食品安全标准制修订和审评工作，...,广西壮族自治区卫生健康委员会,2019年-04月-02日,,
食品安全,自治区卫生健康委办公室关于印发2019年广西食品安全地方标准项目计划的通知,桂卫办函〔2019〕1号自治区卫生健康委办公室关于印发2019年广西食品安全地方标准项目计划的通知各有关单...,广西壮族自治区卫生健康委员会,2019年-03月-29日,桂卫办函〔2019〕1号,
食品安全,广西壮族自治区卫生健康委员会公告（2019年第1号）,根据《中华人民共和国食品安全法》的规定，经广西壮族自治区食品安全标准审评委员会审查，现发布广西壮...,广西壮族自治区卫生健康委员会,2019年-01月-08日,2019年第1号,
食品安全,广西壮族自治区卫生健康委员会公告（2018年第3号）,公 告（2018年第3号）按照《中华人民共和国食品安全法》的规定和《国家卫生计生委办公厅关于进一步加强...,广西壮族自治区卫生健康委员会,2018年-11月-23日,2018年第3号,
食品安全,广西壮族自治区卫生和计划生育委员会公告,（2018年第2号）根据《中华人民共和国食品安全法》有关规定，为做好广西食品安全地方标准制修订工作，促...,广西壮族自治区卫生和计划生育委员会,2018年-09月-20日,2018年第2号,
食品安全,自治区卫生计生委关于2018年计划制修订广西食品安全地方标准项目的公示,根据《中华人民共和国食品安全法》有关规定，广西壮族自治区食品安全标准审评委员会在社会各方推荐的基...,广西壮族自治区卫生和计划生育委员会,2017年-12月-04日,,
医改工作,标题,内容概述,发布机构,发文时间,文号,索引号
医改工作,广西壮族自治区深化医药卫生体制改革工作领导小组印发关于以药品集中采购和使用为突破口进一步深化医药卫生体制改革实施方案的通知,桂医改发〔2020〕1号广西壮族自治区深化医药卫生体制改革工作领导小组印发关于以药品集中采购和使用为突...,广西壮族自治区卫生健康委员会,2020年-03月-23日,桂医改发〔2020〕1号,
医改工作,   广西壮族自治区深化医药卫生体制改革工作领导小组秘书处关于报送医改简报信息的函,国务院医改领导小组秘书处：广西全面贯彻落实国务院办公厅关于建立现代医院管理制度的指导意见，积极主...,广西壮族自治区卫生健康委员会,2020年-01月-16日,,
医改工作,广西壮族自治区深化医药卫生体制改革工作领导小组印发关于推广福建省和三明市深化医药卫生体制改革经验实施方案的通知,桂医改发〔2019〕1号广西壮族自治区深化医药卫生体制改革工作领导小组印发关于推广福建省和三明市深化医...,广西壮族自治区卫生健康委员会,2019年-12月-27日,桂医改发〔2019〕1号,
医改工作,广西壮族自治区卫生和计划生育委员会 广西壮族自治区深化医药卫生体制改革工作领导小组办公室 广西壮族自治区财政厅 广西壮族自治区人力资源和社会保障厅 广西壮族自治区物价局关于进一步巩固破除以药补医成果持续深化公立医院综合改革的通知,桂卫体改发〔2018〕8号广西壮族自治区卫生和计划生育委员会广西壮族自治区深化医药卫生体制改革工作领导...,广西壮族自治区卫生和计划生育委员会,2018年-07月-17日,桂卫体改发〔2018〕8号,
医改工作,关于印发广西壮族自治区控制公立医院医疗费用不合理增长实施意见的通知,桂卫发〔2016〕18号 关于印发广西壮族自治区控制公立医院医疗费用不合理增长实施意见的通知各市卫生计...,广西壮族自治区卫生和计划生育委员会,2016年-11月-02日,桂卫发〔2016〕18号,
医改工作,自治区卫生计生委办公室关于做好迎接国家2016年深化医药卫生体制改革调研督查工作的通知,桂卫明电〔2016〕7号自治区卫生计生委办公室关于做好迎接国家2016年深化医药卫生体制改革调研督查工作的...,广西壮族自治区卫生和计划生育委员会,2016年-05月-09日,桂卫明电〔2016〕7号,
基层卫生,标题,内容概述,发布机构,发文时间,文号,索引号
基层卫生,广西壮族自治区卫生健康委员会 广西壮族自治区  教育厅 广西壮族自治区财政厅关于做好2020年全区村卫生室订单定向医学生招生工作的通知,桂卫基层发〔2020〕7号广西壮族自治区卫生健康委员会 广西壮族自治区教育厅 广西壮族自治区财政厅关于...,广西壮族自治区卫生健康委员会,2020年-05月-15日,桂卫基层发〔2020〕7号,
基层卫生,自治区卫生健康委办公室关于进一步加强基层医疗卫生机构新型冠状病毒感染的肺炎疫情防控工作的通知,桂卫办发〔2020〕12号自治区卫生健康委办公室关于进一步加强基层医疗卫生机构新型冠状病毒感染的肺炎疫...,广西壮族自治区卫生健康委员会,2020年-02月-02日,桂卫办发〔2020〕12号,
基层卫生,自治区卫生健康委 自治区党委编办 自治区发展改革委 自治区财政厅 自治区人力资源社会保障厅 自治区医保局 自治区中医药局  关于印发《广西紧密型县域医疗卫生共同体试点建设实施方案（试行）》的通知,桂卫基层发〔2019〕13号自治区卫生健康委 自治区党委编办 自治区发展改革委 自治区财政厅 自治区人...,广西壮族自治区卫生健康委员会,2019年-11月-15日,桂卫基层发〔2019〕13号,
基层卫生,广西壮族自治区卫生健康委员会 广西壮族自治区财政厅 广西壮族自治区中医药管理局关于做好2019年基本公共卫生服务项目工作的通知,桂卫基层发〔2019〕12号广西壮族自治区卫生健康委员会 广西壮族自治区财政厅 广西壮族自治区中医药管...,广西壮族自治区卫生健康委员会,2019年-10月-22日,桂卫基层发〔2019〕12号,
基层卫生, 自治区卫生健康委办公室关于进一步做好全区建档立卡贫困人口家庭医生签约服务工作的通知,各市、县（市、区）卫生健康委（局）：为贯彻落实《国家卫生健康委办公厅关于做好2019年家庭医生签约服...,广西壮族自治区卫生健康委员会,2019年-07月-16日,,
基层卫生,自治区卫生健康委 自治区中医药局关于印发广西2019年社区医院建设试点工作实施方案的通知,桂卫基层发〔2019〕5号自治区卫生健康委自治区中医药局关于印发广西2019年社区医院建设试点工作实施方案...,广西壮族自治区卫生健康委员会,2019年-06月-17日,桂卫基层发〔2019〕5号,
基层卫生,自治区卫生健康委办公室关于贯彻落实贫困地区主要慢性病健康教育处方的通知,各市、县（市、区）卫生健康委（局）：为贯彻落实《国家卫生健康委办公厅关于印发贫困地区主要慢性病健...,广西壮族自治区卫生健康委员会,2019年-06月-14日,,
基层卫生,自治区卫生健康委办公室关于做好2019年“优质服务基层行”活动的通知,各市、县（市、区）卫生健康委（局）：根据国家卫生健康委基层卫生健康司《关于做好2019年“优质服务基...,广西壮族自治区卫生健康委员会,2019年-05月-30日,,
基层卫生,自治区卫生健康委关于做好2019年家庭医生签约服务工作的通知,各市、县（市、区）卫生健康委（局）：根据《国家卫生健康委办公厅关于做好2019年家庭医生签约服务工作...,广西壮族自治区卫生健康委员会,2019年-05月-10日,,
基层卫生,标题,内容概述,发布机构,发文时间,文号,索引号
基层卫生,自治区卫生计生委_财政厅_人力资源社会保障厅关于落实扶持全区建档立卡贫困人口参加新型农村合作医疗个人缴费补助政策的通知,桂卫基层发[2016]22号自治区卫生计生委_财政厅_人力资源社会保障厅关于落实扶持全区建档立卡贫困人口参...,广西壮族自治区卫生和计划生育委员会,2016年-10月-28日,桂卫基层发[2016]22号,
基层卫生,自治区卫生计生委 财政厅关于印发广西服务区外新农合参合群众在广西异地就医联网结报实施方案（试行)的通知,桂卫基层发[2016]21号自治区卫生计生委 财政厅关于印发广西服务区外新农合参合群众在广西异地就医联网...,广西壮族自治区卫生和计划生育委员会,2016年-10月-27日,桂卫基层发[2016]21号,
基层卫生,自治区卫生计生委关于印发贫困地区基层医疗机构“先诊疗 后付费”工作试点方案的通知,桂卫发[2016]16号自治区卫生计生委关于印发贫困地区基层医疗机构“先诊疗 后付费”工作试点方案的通知 pdf,广西壮族自治区卫生和计划生育委员会,2016年-09月-14日,桂卫发[2016]16号,
基层卫生,自治区卫生计生委关于印发全面推开乡村医生签约服务工作实施方案的通知,桂卫基层发〔2016〕16号自治区卫生计生委关于印发全面推开乡村医生签约服务工作实施方案的通知各市、县...,广西壮族自治区卫生和计划生育委员会,2016年-08月-10日,桂卫基层发〔2016〕16号,
基层卫生,自治区卫生计生委办公室关于开展全区基层卫生岗位练兵和技能竞赛活动的通知,桂卫办发〔2016〕101号自治区卫生计生委办公室关于开展全区基层卫生岗位练兵和技能竞赛活动的通知各市、...,广西壮族自治区卫生和计划生育委员会,2016年-08月-03日,桂卫办发〔2016〕101号,
基层卫生,自治区卫生计生委、财政厅关于落实精准扶贫新农合倾斜政策的通知,自治区卫生计生委、财政厅关于落实精准扶贫新农合倾斜政策的通知 pdf,广西壮族自治区卫生和计划生育委员会,2016年-07月-28日,桂卫发[2016]14号,
基层卫生,自治区卫生计生委关于印发全面推进新型农村合作医疗支付方式改革工作指导意见的通知,桂卫基层发〔2016〕14号自治区卫生计生委关于印发全面推进新型农村合作医疗支付方式改革工作指导意见的...,广西壮族自治区卫生和计划生育委员会,2016年-07月-13日,桂卫基层发〔2016〕14号,
基层卫生,自治区卫生计生委 财政厅 中医药管理局转发关于做好2016年国家基本公共卫生服务项目工作的通知,桂卫基层发〔2016〕15号自治区卫生计生委 财政厅 中医药管理局转发关于做好2016年国家基本公共卫生服...,广西壮族自治区卫生和计划生育委员会,2016年-07月-13日,桂卫基层发〔2016〕15号,
基层卫生,自治区卫生计生委、财政厅、广西保监局转发国家卫生计生委、财政部关于做好2016年新型农村合作医疗工作的通知,桂卫基层发[2016]12号自治区卫生计生委、财政厅、广西保监局转发国家卫生计生委、财政部关于做好2016年...,广西壮族自治区卫生和计划生育委员会,2016年-07月-05日,桂卫基层发[2016]12号,
基层卫生,标题,内容概述,发布机构,发文时间,文号,索引号
基层卫生,自治区卫生计生委办公室关于进一步做好建档立卡农村贫困人口因病致贫因病返贫调查工作的通知,桂卫办发〔2016〕83号自治区卫生计生委办公室关于进一步做好建档立卡农村贫困人口因病致贫因病返贫调查...,广西壮族自治区卫生和计划生育委员会,2016年-06月-21日,桂卫办发〔2016〕83号,
基层卫生,自治区卫生计生委关于将盐酸吉非替尼等国家价格谈判药品暂时纳入新农合补偿范围的通知,桂卫基层发[2016]11号自治区卫生计生委关于将盐酸吉非替尼等国家价格谈判药品暂时纳入新农合补偿范围的...,广西壮族自治区卫生和计划生育委员会,2016年-06月-20日,桂卫基层发[2016]11号,
基层卫生,关于开展全区建档立卡农村贫困人口因病致贫因病返贫调查工作的通知,桂卫发〔2016〕8号关于开展全区建档立卡农村贫困人口因病致贫因病返贫调查工作的通知各市、县卫生计生委...,广西壮族自治区卫生和计划生育委员会,2016年-06月-01日,桂卫发〔2016〕8号,
基层卫生,关于印发全区社区卫生服务提升工程实施方案的通知,桂卫基层发〔2016〕6号关于印发全区社区卫生服务提升工程实施方案的通知各市、县（市、区）卫生计生委（...,广西壮族自治区卫生和计划生育委员会,2016年-04月-05日,桂卫基层发〔2016〕6号,
基层卫生,卫生计生委 财政厅关于印发广西新型农村合作医疗基金补偿技术方案（2016年修订）的通知,桂卫基层发[2016]5号卫生计生委 财政厅关于印发广西新型农村合作医疗基金补偿技术方案（2016年修订）的...,广西壮族自治区卫生和计划生育委员会,2016年-03月-22日,桂卫基层发[2016]5号,
